duration_hours,request_type,weekday,tod_bin
29.8,Human or Animal Waste,Thu,Afternoon (12–17)
2.0727777777777776,Electronics,Thu,Afternoon (12–17)
2.9897222222222224,Furniture,Thu,Morning (6–11)
1.55,Other Loose Garbage,Thu,Morning (6–11)
10.005,Boxed or Bagged Items,Thu,Morning (6–11)
6.695,Mattress,Thu,Morning (6–11)
12.262222222222222,Furniture,Wed,Evening (18–23)
75.08333333333333,Human or Animal Waste,Wed,Evening (18–23)
12.510833333333334,Boxed or Bagged Items,Wed,Evening (18–23)
78.01666666666667,Human or Animal Waste,Wed,Afternoon (12–17)
27.083333333333332,Human or Animal Waste,Wed,Afternoon (12–17)
21.703055555555554,Other Loose Garbage,Wed,Afternoon (12–17)
2.287777777777778,Boxed or Bagged Items,Wed,Afternoon (12–17)
2.0833333333333335,Other Loose Garbage,Wed,Afternoon (12–17)
117.41666666666667,Human or Animal Waste,Wed,Afternoon (12–17)
1.8744444444444444,Refrigerator,Wed,Morning (6–11)
104.56666666666666,Glass,Wed,Morning (6–11)
119.03333333333333,Other Loose Garbage,Wed,Morning (6–11)
88.73333333333333,Other Loose Garbage,Wed,Morning (6–11)
1.65,Other Loose Garbage,Wed,Morning (6–11)
5.333333333333333,Other Loose Garbage,Wed,Night (0–5)
8.569444444444445,Boxed or Bagged Items,Wed,Night (0–5)
98.53333333333333,Human or Animal Waste,Tue,Evening (18–23)
17.026666666666667,Boxed or Bagged Items,Tue,Evening (18–23)
13.64611111111111,Other Loose Garbage,Tue,Evening (18–23)
4.970833333333333,Mattress,Tue,Morning (6–11)
4.5,Other Loose Garbage,Tue,Morning (6–11)
2.64,Boxed or Bagged Items,Tue,Morning (6–11)
3.4944444444444445,Boxed or Bagged Items,Tue,Morning (6–11)
7.792222222222223,Boxed or Bagged Items,Tue,Morning (6–11)
7.1433333333333335,Boxed or Bagged Items,Tue,Morning (6–11)
110.73611111111111,Needles,Tue,Morning (6–11)
4.282222222222222,Electronics,Tue,Morning (6–11)
5.2725,Boxed or Bagged Items,Tue,Morning (6–11)
0.65,Other Loose Garbage,Tue,Morning (6–11)
0.9833333333333333,Other Loose Garbage,Tue,Morning (6–11)
8.58611111111111,Furniture,Tue,Morning (6–11)
6.271388888888889,Boxed or Bagged Items,Tue,Morning (6–11)
147.81027777777777,Human or Animal Waste,Tue,Morning (6–11)
147.83527777777778,Human or Animal Waste,Tue,Morning (6–11)
88.98333333333333,Other Loose Garbage,Tue,Morning (6–11)
147.93333333333334,Human or Animal Waste,Tue,Morning (6–11)
1.5333333333333334,Human or Animal Waste,Tue,Morning (6–11)
2.5172222222222222,Other Loose Garbage,Tue,Morning (6–11)
4.016666666666667,Other Loose Garbage,Mon,Evening (18–23)
3.9608333333333334,Human or Animal Waste,Mon,Evening (18–23)
2.5216666666666665,Furniture,Mon,Afternoon (12–17)
2.345,Boxed or Bagged Items,Mon,Morning (6–11)
168.23333333333332,Human or Animal Waste,Mon,Morning (6–11)
122.81666666666666,Other Loose Garbage,Mon,Morning (6–11)
3.6,Other Loose Garbage,Mon,Morning (6–11)
8.883333333333333,Human or Animal Waste,Mon,Morning (6–11)
1.6666666666666667,Other Loose Garbage,Sun,Afternoon (12–17)
21.233333333333334,Human or Animal Waste,Sun,Afternoon (12–17)
2.283333333333333,Human or Animal Waste,Sun,Afternoon (12–17)
2.8,Human or Animal Waste,Sun,Afternoon (12–17)
0.6288888888888889,Boxed or Bagged Items,Sun,Afternoon (12–17)
1.2975,Boxed or Bagged Items,Sun,Afternoon (12–17)
3.796666666666667,Boxed or Bagged Items,Sun,Morning (6–11)
2.3,Other Loose Garbage,Sun,Morning (6–11)
146.8575,Other Loose Garbage,Sun,Morning (6–11)
19.833333333333332,Other,Sat,Evening (18–23)
18.329722222222223,Boxed or Bagged Items,Sat,Evening (18–23)
84.15027777777777,Other,Sat,Evening (18–23)
18.391666666666666,Boxed or Bagged Items,Sat,Evening (18–23)
161.81666666666666,Other Loose Garbage,Sat,Afternoon (12–17)
0.6841666666666667,Boxed or Bagged Items,Sat,Afternoon (12–17)
1.9744444444444444,Mattress,Sat,Afternoon (12–17)
0.6094444444444445,Refrigerator,Sat,Morning (6–11)
12.133333333333333,Glass,Fri,Evening (18–23)
0.5902777777777778,Boxed or Bagged Items,Fri,Afternoon (12–17)
0.48333333333333334,Other Loose Garbage,Fri,Afternoon (12–17)
3.1469444444444443,Other Loose Garbage,Fri,Afternoon (12–17)
0.5,Boxed or Bagged Items,Fri,Afternoon (12–17)
0.8166666666666667,Boxed or Bagged Items,Fri,Afternoon (12–17)
0.7063888888888888,Other Loose Garbage,Fri,Afternoon (12–17)
4.307777777777778,Other Loose Garbage,Fri,Afternoon (12–17)
4.716666666666667,Other Loose Garbage,Fri,Morning (6–11)
12.85,Boxed or Bagged Items,Fri,Morning (6–11)
21.016666666666666,Human or Animal Waste,Thu,Morning (6–11)
3.1,Human or Animal Waste,Thu,Night (0–5)
4.45,Other Loose Garbage,Thu,Afternoon (12–17)
27.1,Other Loose Garbage,Thu,Afternoon (12–17)
1.0858333333333334,Other Loose Garbage,Thu,Morning (6–11)
12.009444444444444,Human or Animal Waste,Thu,Morning (6–11)
11.75,Needles,Thu,Morning (6–11)
25.883333333333333,Human or Animal Waste,Wed,Night (0–5)
25.753611111111113,Human or Animal Waste,Wed,Night (0–5)
26.55,Human or Animal Waste,Wed,Evening (18–23)
1.2166666666666666,Human or Animal Waste,Wed,Evening (18–23)
3.5233333333333334,Human or Animal Waste,Wed,Afternoon (12–17)
4.878055555555555,Other Loose Garbage,Wed,Morning (6–11)
24.066666666666666,Refrigerator,Wed,Morning (6–11)
49.43333333333333,Mattress,Wed,Morning (6–11)
2.0180555555555557,Human or Animal Waste,Wed,Morning (6–11)
0.5877777777777777,Refrigerator,Wed,Morning (6–11)
6.842777777777778,City_garbage_can_overflowing,Wed,Morning (6–11)
26.366666666666667,City_garbage_can_overflowing,Wed,Morning (6–11)
3.5119444444444445,Refrigerator,Wed,Morning (6–11)
10.344444444444445,Human or Animal Waste,Tue,Morning (6–11)
2.055833333333333,Other Loose Garbage,Tue,Morning (6–11)
1.9666666666666666,City_garbage_can_overflowing,Tue,Evening (18–23)
1.1166666666666667,Furniture,Tue,Afternoon (12–17)
10.48,Other,Tue,Afternoon (12–17)
21.710277777777776,Other Loose Garbage,Tue,Afternoon (12–17)
0.45,Other Loose Garbage,Tue,Morning (6–11)
0.5833333333333334,Other Loose Garbage,Tue,Morning (6–11)
3.191388888888889,Other Loose Garbage,Tue,Morning (6–11)
1.1666666666666667,Other Loose Garbage,Tue,Morning (6–11)
13.009722222222223,Human or Animal Waste,Tue,Morning (6–11)
27.9125,Glass,Tue,Morning (6–11)
5.848055555555556,Other Loose Garbage,Tue,Morning (6–11)
2.8241666666666667,Human or Animal Waste,Mon,Morning (6–11)
2.0630555555555556,Boxed or Bagged Items,Mon,Morning (6–11)
19.043333333333333,Furniture,Mon,Afternoon (12–17)
4.5,Furniture,Mon,Afternoon (12–17)
6.6,City_garbage_can_overflowing,Mon,Afternoon (12–17)
2.1166666666666667,Mattress,Mon,Morning (6–11)
7.333333333333333,Human or Animal Waste,Mon,Morning (6–11)
2.9833333333333334,Other Loose Garbage,Mon,Morning (6–11)
3.4186111111111113,Human or Animal Waste,Mon,Morning (6–11)
7.8869444444444445,Other Loose Garbage,Mon,Morning (6–11)
5.571944444444444,Other Loose Garbage,Mon,Morning (6–11)
7.050277777777778,Electronics,Mon,Morning (6–11)
4.05,Electronics,Mon,Morning (6–11)
8.721111111111112,City_garbage_can_overflowing,Mon,Morning (6–11)
22.904722222222222,Other Loose Garbage,Mon,Morning (6–11)
0.8833333333333333,Boxed or Bagged Items,Mon,Morning (6–11)
1.7,City_garbage_can_overflowing,Mon,Morning (6–11)
6.748888888888889,Other Loose Garbage,Mon,Morning (6–11)
0.6830555555555555,Other Loose Garbage,Mon,Morning (6–11)
5.061111111111111,Furniture,Mon,Morning (6–11)
3.1166666666666667,Other Loose Garbage,Sun,Morning (6–11)
6.317777777777778,Human or Animal Waste,Sun,Night (0–5)
6.95,Human or Animal Waste,Sun,Evening (18–23)
1.45,Other Loose Garbage,Sun,Afternoon (12–17)
1.5166666666666666,Human or Animal Waste,Sun,Afternoon (12–17)
1.2155555555555555,Human or Animal Waste,Sun,Morning (6–11)
12.066666666666666,Human or Animal Waste,Sat,Morning (6–11)
0.5466666666666666,Other Loose Garbage,Sat,Morning (6–11)
60.69972222222222,Glass,Sat,Evening (18–23)
21.216666666666665,Other Loose Garbage,Sat,Evening (18–23)
1.0519444444444443,City_garbage_can_overflowing,Sat,Evening (18–23)
42.01305555555555,Other Loose Garbage,Sat,Afternoon (12–17)
2.662777777777778,Other Loose Garbage,Sat,Afternoon (12–17)
0.27166666666666667,City_garbage_can_overflowing,Sat,Afternoon (12–17)
1.7763888888888888,Boxed or Bagged Items,Sat,Morning (6–11)
2.2666666666666666,Other Loose Garbage,Sat,Morning (6–11)
3.401388888888889,Boxed or Bagged Items,Sat,Morning (6–11)
12.366666666666667,Other Loose Garbage,Fri,Morning (6–11)
16.814444444444444,Boxed or Bagged Items,Fri,Morning (6–11)
0.7333333333333333,Furniture,Fri,Evening (18–23)
2.6283333333333334,Furniture,Fri,Evening (18–23)
3.4255555555555555,Other Loose Garbage,Fri,Afternoon (12–17)
3.506111111111111,Boxed or Bagged Items,Fri,Afternoon (12–17)
4.801944444444445,Boxed or Bagged Items,Fri,Afternoon (12–17)
1.2833333333333334,Furniture,Fri,Afternoon (12–17)
2.0080555555555555,Furniture,Fri,Afternoon (12–17)
1.923888888888889,Other Loose Garbage,Fri,Morning (6–11)
1.25,Other Loose Garbage,Fri,Morning (6–11)
5.533333333333333,Other Loose Garbage,Fri,Morning (6–11)
5.452222222222222,Other Loose Garbage,Fri,Morning (6–11)
5.575555555555556,Boxed or Bagged Items,Fri,Morning (6–11)
1.4091666666666667,Electronics,Fri,Morning (6–11)
5.648888888888889,Electronics,Fri,Morning (6–11)
6.003333333333333,Other Loose Garbage,Fri,Morning (6–11)
6.6930555555555555,Boxed or Bagged Items,Fri,Morning (6–11)
3.0855555555555556,Boxed or Bagged Items,Fri,Morning (6–11)
4.2,City_garbage_can_overflowing,Thu,Morning (6–11)
9,Other Loose Garbage,Thu,Morning (6–11)
12.532222222222222,Human or Animal Waste,Thu,Evening (18–23)
1.6122222222222222,Human or Animal Waste,Thu,Evening (18–23)
1.1727777777777777,Boxed or Bagged Items,Thu,Evening (18–23)
3.053611111111111,Other Loose Garbage,Thu,Morning (6–11)
22.289722222222224,Other Loose Garbage,Thu,Morning (6–11)
3.495277777777778,Electronics,Thu,Morning (6–11)
3.2333333333333334,Human or Animal Waste,Thu,Morning (6–11)
12.405277777777778,Boxed or Bagged Items,Thu,Morning (6–11)
4.973888888888889,Other,Thu,Morning (6–11)
7.322222222222222,Other Loose Garbage,Thu,Morning (6–11)
11.280555555555555,Furniture,Wed,Morning (6–11)
19.29611111111111,Furniture,Wed,Morning (6–11)
19.3375,City_garbage_can_overflowing,Wed,Evening (18–23)
1.1833333333333333,Furniture,Wed,Evening (18–23)
16.27,Furniture,Wed,Evening (18–23)
2.4741666666666666,Other Loose Garbage,Wed,Afternoon (12–17)
2.487222222222222,City_garbage_can_overflowing,Wed,Afternoon (12–17)
2.6702777777777778,Furniture,Wed,Afternoon (12–17)
0.9666666666666667,Electronics,Wed,Afternoon (12–17)
1.4166666666666667,City_garbage_can_overflowing,Wed,Afternoon (12–17)
4.203611111111111,Human or Animal Waste,Wed,Afternoon (12–17)
2.9166666666666665,Other Loose Garbage,Wed,Morning (6–11)
2.6333333333333333,Furniture,Wed,Morning (6–11)
1.2,Human or Animal Waste,Wed,Morning (6–11)
1.2166666666666666,Human or Animal Waste,Wed,Morning (6–11)
5.211944444444445,Other Loose Garbage,Wed,Morning (6–11)
5.474166666666667,Other Loose Garbage,Wed,Morning (6–11)
5.784722222222222,Furniture,Wed,Morning (6–11)
0.5319444444444444,City_garbage_can_overflowing,Wed,Morning (6–11)
1.0833333333333333,Refrigerator,Wed,Morning (6–11)
14.533333333333333,City_garbage_can_overflowing,Wed,Morning (6–11)
0.9536111111111111,Other Loose Garbage,Tue,Morning (6–11)
2.8833333333333333,Human or Animal Waste,Tue,Night (0–5)
25.4,Mattress,Tue,Afternoon (12–17)
1.9433333333333334,City_garbage_can_overflowing,Tue,Afternoon (12–17)
0.85,Human or Animal Waste,Tue,Afternoon (12–17)
3.5502777777777776,Boxed or Bagged Items,Tue,Afternoon (12–17)
4.454166666666667,Human or Animal Waste,Tue,Afternoon (12–17)
1.2125,Furniture,Tue,Afternoon (12–17)
6.610833333333333,Refrigerator,Tue,Morning (6–11)
3.1333333333333333,Other Loose Garbage,Tue,Morning (6–11)
2.258888888888889,Furniture,Tue,Morning (6–11)
2.5733333333333333,Human or Animal Waste,Mon,Morning (6–11)
3.1925,Other Loose Garbage,Mon,Morning (6–11)
3.181111111111111,Electronics,Mon,Afternoon (12–17)
273.7913888888889,Furniture,Mon,Afternoon (12–17)
3.803888888888889,Boxed or Bagged Items,Mon,Afternoon (12–17)
22.755555555555556,Other,Mon,Morning (6–11)
4.031944444444444,Boxed or Bagged Items,Mon,Morning (6–11)
5.055,City_garbage_can_overflowing,Mon,Morning (6–11)
5.465277777777778,Electronics,Mon,Morning (6–11)
1.6672222222222222,Furniture,Mon,Morning (6–11)
0.255,Other Loose Garbage,Mon,Morning (6–11)
7.023055555555556,Other,Mon,Morning (6–11)
1.35,Human or Animal Waste,Sun,Morning (6–11)
18.846666666666668,Furniture,Sun,Morning (6–11)
1.3666666666666667,Other Loose Garbage,Sun,Morning (6–11)
2.415,City_garbage_can_overflowing,Sun,Morning (6–11)
3.182777777777778,Glass,Sat,Morning (6–11)
1.6222222222222222,Mattress,Sat,Morning (6–11)
1.9166666666666667,Needles,Sat,Evening (18–23)
3.3830555555555555,Boxed or Bagged Items,Sat,Morning (6–11)
5.453333333333333,Human or Animal Waste,Sat,Morning (6–11)
7.866666666666666,Refrigerator,Fri,Morning (6–11)
8.133333333333333,Refrigerator,Fri,Morning (6–11)
15.07638888888889,Human or Animal Waste,Fri,Evening (18–23)
1.9516666666666667,Human or Animal Waste,Fri,Evening (18–23)
0.6166666666666667,Furniture,Fri,Evening (18–23)
1.95,Mattress,Fri,Afternoon (12–17)
4.544722222222222,Other Loose Garbage,Fri,Morning (6–11)
0.3333333333333333,Human or Animal Waste,Fri,Morning (6–11)
5.3875,Furniture,Fri,Morning (6–11)
2.4905555555555554,Boxed or Bagged Items,Fri,Morning (6–11)
26.916666666666668,Boxed or Bagged Items,Thu,Morning (6–11)
0.36027777777777775,Other Loose Garbage,Thu,Morning (6–11)
22.104166666666668,Other Loose Garbage,Thu,Evening (18–23)
3.176111111111111,Boxed or Bagged Items,Thu,Afternoon (12–17)
4.843055555555556,Boxed or Bagged Items,Thu,Afternoon (12–17)
0.7333333333333333,Refrigerator,Thu,Afternoon (12–17)
14.221111111111112,Electronics,Thu,Morning (6–11)
10.200555555555555,Other Loose Garbage,Thu,Morning (6–11)
10.439166666666667,Other Loose Garbage,Thu,Morning (6–11)
0.7166666666666667,Furniture,Thu,Morning (6–11)
10.449722222222222,Mattress,Thu,Morning (6–11)
10.5175,Other Loose Garbage,Thu,Morning (6–11)
11.010833333333334,Furniture,Thu,Morning (6–11)
18.15,Mattress,Wed,Morning (6–11)
1.9333333333333333,Furniture,Wed,Morning (6–11)
3.4166666666666665,Other,Wed,Evening (18–23)
1.8708333333333333,Human or Animal Waste,Wed,Afternoon (12–17)
3.6166666666666667,Human or Animal Waste,Wed,Afternoon (12–17)
0.7833333333333333,Furniture,Wed,Afternoon (12–17)
0.6288888888888889,Other Loose Garbage,Wed,Afternoon (12–17)
0.5330555555555555,Other Loose Garbage,Wed,Afternoon (12–17)
8.050833333333333,Other Loose Garbage,Wed,Morning (6–11)
1.15,City_garbage_can_overflowing,Wed,Morning (6–11)
0.8319444444444445,Other Loose Garbage,Wed,Morning (6–11)
6.8875,Other Loose Garbage,Wed,Morning (6–11)
18.011111111111113,Other Loose Garbage,Tue,Morning (6–11)
22.718055555555555,Boxed or Bagged Items,Tue,Morning (6–11)
19.20777777777778,Furniture,Tue,Evening (18–23)
20.535,Other Loose Garbage,Tue,Evening (18–23)
0.9305555555555556,Furniture,Tue,Evening (18–23)
21.933333333333334,Other Loose Garbage,Tue,Evening (18–23)
24.566666666666666,Furniture,Tue,Evening (18–23)
1.043611111111111,Other Loose Garbage,Tue,Afternoon (12–17)
2.6797222222222223,Needles,Tue,Afternoon (12–17)
25.75,Electronics,Tue,Afternoon (12–17)
5.060555555555555,Furniture,Tue,Afternoon (12–17)
3.2422222222222223,Human or Animal Waste,Tue,Afternoon (12–17)
4.488611111111111,Boxed or Bagged Items,Tue,Afternoon (12–17)
1.655,Electronics,Tue,Afternoon (12–17)
1.6572222222222222,Boxed or Bagged Items,Tue,Morning (6–11)
23.566666666666666,Other Loose Garbage,Tue,Morning (6–11)
0.6333333333333333,Other Loose Garbage,Mon,Morning (6–11)
2.6666666666666665,Boxed or Bagged Items,Mon,Morning (6–11)
8.186111111111112,Other Loose Garbage,Mon,Morning (6–11)
5.856111111111111,Human or Animal Waste,Mon,Evening (18–23)
5.932777777777778,Other Loose Garbage,Mon,Afternoon (12–17)
6.901666666666666,Boxed or Bagged Items,Mon,Afternoon (12–17)
11.11111111111111,Human or Animal Waste,Mon,Afternoon (12–17)
3.823611111111111,Furniture,Mon,Afternoon (12–17)
2.6666666666666665,Boxed or Bagged Items,Mon,Afternoon (12–17)
4.230555555555555,Furniture,Mon,Morning (6–11)
9.866666666666667,Other Loose Garbage,Mon,Morning (6–11)
2.1666666666666665,City_garbage_can_overflowing,Mon,Morning (6–11)
7.963611111111111,Human or Animal Waste,Mon,Morning (6–11)
2.4,Furniture,Mon,Morning (6–11)
1.9,Boxed or Bagged Items,Mon,Morning (6–11)
34.6,Other Loose Garbage,Mon,Morning (6–11)
3.066666666666667,Furniture,Mon,Morning (6–11)
2.25,Other Loose Garbage,Mon,Morning (6–11)
13.342222222222222,Other Loose Garbage,Mon,Morning (6–11)
2.8833333333333333,Boxed or Bagged Items,Mon,Morning (6–11)
6.526388888888889,Other Loose Garbage,Mon,Morning (6–11)
6.5525,Human or Animal Waste,Mon,Morning (6–11)
0.95,Other Loose Garbage,Mon,Morning (6–11)
3.1144444444444446,Human or Animal Waste,Mon,Morning (6–11)
1.05,Furniture,Mon,Morning (6–11)
6.885,Furniture,Mon,Morning (6–11)
1.55,Other Loose Garbage,Mon,Morning (6–11)
1.448888888888889,Human or Animal Waste,Mon,Morning (6–11)
41.50555555555555,Other Loose Garbage,Sun,Morning (6–11)
0.9277777777777778,Mattress,Sun,Morning (6–11)
0.8736111111111111,Other Loose Garbage,Sun,Morning (6–11)
42.36416666666667,Other Loose Garbage,Sun,Morning (6–11)
1.9166666666666667,Boxed or Bagged Items,Sun,Evening (18–23)
1.9333333333333333,Other Loose Garbage,Sun,Afternoon (12–17)
1.3697222222222223,Other Loose Garbage,Sun,Afternoon (12–17)
3.6772222222222224,City_garbage_can_overflowing,Sun,Afternoon (12–17)
1.3655555555555556,Human or Animal Waste,Sun,Morning (6–11)
5.105555555555555,Human or Animal Waste,Sun,Morning (6–11)
11.946666666666667,Furniture,Sun,Morning (6–11)
33.430277777777775,Furniture,Sat,Morning (6–11)
33.44638888888889,Other Loose Garbage,Sat,Morning (6–11)
12.571944444444444,Boxed or Bagged Items,Sat,Morning (6–11)
13.036944444444444,Furniture,Sat,Night (0–5)
18.476111111111113,City_garbage_can_overflowing,Sat,Evening (18–23)
0.7319444444444444,City_garbage_can_overflowing,Sat,Evening (18–23)
0.7486111111111111,City_garbage_can_overflowing,Sat,Evening (18–23)
1.2075,City_garbage_can_overflowing,Sat,Evening (18–23)
5.833333333333333,Mattress,Sat,Afternoon (12–17)
82.78666666666666,Furniture,Sat,Afternoon (12–17)
6.45,Furniture,Sat,Afternoon (12–17)
0.15916666666666668,Furniture,Sat,Afternoon (12–17)
0.2725,Other Loose Garbage,Sat,Afternoon (12–17)
0.8836111111111111,Other Loose Garbage,Sat,Afternoon (12–17)
3.7597222222222224,Other Loose Garbage,Sat,Afternoon (12–17)
6.851944444444444,Refrigerator,Sat,Afternoon (12–17)
14.416666666666666,Furniture,Sat,Afternoon (12–17)
8.800277777777778,Refrigerator,Fri,Morning (6–11)
0.31722222222222224,Other Loose Garbage,Fri,Morning (6–11)
0.55,City_garbage_can_overflowing,Fri,Morning (6–11)
0.5,City_garbage_can_overflowing,Fri,Night (0–5)
1.75,Boxed or Bagged Items,Fri,Evening (18–23)
11.9525,City_garbage_can_overflowing,Fri,Evening (18–23)
20.816388888888888,Needles,Fri,Afternoon (12–17)
21.93888888888889,Other Loose Garbage,Fri,Afternoon (12–17)
2.0122222222222224,Human or Animal Waste,Fri,Morning (6–11)
22.508055555555554,Human or Animal Waste,Fri,Morning (6–11)
12.085555555555555,Boxed or Bagged Items,Thu,Morning (6–11)
5.793333333333333,Refrigerator,Thu,Morning (6–11)
12.069722222222222,Other Loose Garbage,Thu,Morning (6–11)
5.539166666666667,Furniture,Thu,Morning (6–11)
0.7166666666666667,Furniture,Thu,Evening (18–23)
0.45,Electronics,Thu,Morning (6–11)
1.6166666666666667,Human or Animal Waste,Thu,Morning (6–11)
19.666666666666668,Boxed or Bagged Items,Wed,Morning (6–11)
1.45,Human or Animal Waste,Wed,Morning (6–11)
10.279166666666667,Other Loose Garbage,Wed,Morning (6–11)
26.683333333333334,Other Loose Garbage,Wed,Morning (6–11)
14.483333333333333,Human or Animal Waste,Wed,Evening (18–23)
2.9875,City_garbage_can_overflowing,Wed,Evening (18–23)
3.1205555555555557,Boxed or Bagged Items,Wed,Evening (18–23)
0.6333333333333333,Human or Animal Waste,Wed,Afternoon (12–17)
14.065555555555555,Furniture,Wed,Afternoon (12–17)
7.720555555555555,Boxed or Bagged Items,Wed,Afternoon (12–17)
14.778333333333334,Boxed or Bagged Items,Wed,Afternoon (12–17)
1.5166666666666666,Other Loose Garbage,Wed,Afternoon (12–17)
14.999166666666667,City_garbage_can_overflowing,Wed,Afternoon (12–17)
1.2758333333333334,Other Loose Garbage,Wed,Afternoon (12–17)
1.8025,City_garbage_can_overflowing,Wed,Afternoon (12–17)
10.266666666666667,Other Loose Garbage,Wed,Afternoon (12–17)
5.5075,City_garbage_can_overflowing,Wed,Afternoon (12–17)
1,Electronics,Wed,Afternoon (12–17)
13.536944444444444,City_garbage_can_overflowing,Tue,Afternoon (12–17)
2.797222222222222,Human or Animal Waste,Tue,Morning (6–11)
3.5725,Furniture,Tue,Morning (6–11)
4.075277777777778,Other Loose Garbage,Tue,Morning (6–11)
28.794166666666666,Mattress,Tue,Evening (18–23)
20.683333333333334,Other Loose Garbage,Tue,Afternoon (12–17)
3.1680555555555556,Boxed or Bagged Items,Tue,Afternoon (12–17)
22.406944444444445,Boxed or Bagged Items,Tue,Afternoon (12–17)
4.833333333333333,Human or Animal Waste,Tue,Afternoon (12–17)
5.3661111111111115,Human or Animal Waste,Tue,Morning (6–11)
0.6588888888888889,Refrigerator,Tue,Morning (6–11)
0.48333333333333334,City_garbage_can_overflowing,Tue,Morning (6–11)
2.3505555555555557,Electronics,Mon,Morning (6–11)
11.016388888888889,Refrigerator,Mon,Morning (6–11)
11.293611111111112,Human or Animal Waste,Mon,Morning (6–11)
6.476111111111111,Other Loose Garbage,Mon,Morning (6–11)
4.478611111111111,Mattress,Mon,Afternoon (12–17)
4.510833333333333,Other Loose Garbage,Mon,Morning (6–11)
7.053055555555556,Other Loose Garbage,Mon,Morning (6–11)
41.25,Other Loose Garbage,Sun,Morning (6–11)
20.761388888888888,Boxed or Bagged Items,Sun,Morning (6–11)
47.18333333333333,Furniture,Sun,Morning (6–11)
0.4911111111111111,Refrigerator,Sun,Morning (6–11)
3.4166666666666665,Glass,Sun,Evening (18–23)
1.0575,Mattress,Sat,Afternoon (12–17)
1.053611111111111,Needles,Sat,Afternoon (12–17)
0.65,Human or Animal Waste,Sat,Afternoon (12–17)
1.4116666666666666,Mattress,Sat,Afternoon (12–17)
37.8375,Boxed or Bagged Items,Sat,Morning (6–11)
0.7,Other Loose Garbage,Sat,Morning (6–11)
0.5352777777777777,Refrigerator,Sat,Morning (6–11)
0.6666666666666666,Needles,Sat,Morning (6–11)
2.29,Other Loose Garbage,Sat,Morning (6–11)
2.1166666666666667,Other Loose Garbage,Sat,Morning (6–11)
2.5833333333333335,Other Loose Garbage,Sat,Morning (6–11)
1.4102777777777777,Other Loose Garbage,Sat,Morning (6–11)
1.4966666666666666,Other Loose Garbage,Sat,Morning (6–11)
10.804444444444444,Boxed or Bagged Items,Fri,Morning (6–11)
13.50611111111111,Other Loose Garbage,Fri,Morning (6–11)
14.602777777777778,Other Loose Garbage,Fri,Morning (6–11)
2.1166666666666667,Boxed or Bagged Items,Fri,Morning (6–11)
1.9019444444444444,Boxed or Bagged Items,Fri,Morning (6–11)
20.983333333333334,Other Loose Garbage,Fri,Evening (18–23)
3.1025,Furniture,Fri,Evening (18–23)
1.1833333333333333,Refrigerator,Fri,Evening (18–23)
6.116666666666666,Other Loose Garbage,Thu,Afternoon (12–17)
1.7841666666666667,Boxed or Bagged Items,Thu,Afternoon (12–17)
20.2,Other Loose Garbage,Thu,Afternoon (12–17)
20.383333333333333,City_garbage_can_overflowing,Thu,Afternoon (12–17)
